City,Sentiment,Count,Month,Language
Bulgaria-France-Switzerland,NEGATIVE,2,july,en
"Rapperswil-Jona, Switzerland",NEUTRAL,4,july,en
"Zurich, Vilnius",NEUTRAL,6,july,en
India - switzerland,NEGATIVE,1,july,en
Schlieren,POSITIVE,1,july,en
"46.801236,7.146669",POSITIVE,9,july,en
"Schweiz, Kappel am Albis",NEUTRAL,1,july,en
"As I pee, sir, I see Pisa!",NEUTRAL,5,july,en
زعـبيل ❤️ May|30,NEGATIVE,1,july,en
"Switzerland , Geneva",POSITIVE,1,july,en
"Lugano, CH",NEUTRAL,4,july,en
"Geneve, Nice, Lyon",NEUTRAL,1,july,en
Now in: TXL; Next stop: ZRH,POSITIVE,2,july,en
"Santa Barbara/Lucerne, CA",NEGATIVE,1,july,en
"Dammam, Eastern",NEUTRAL,3,july,en
"Luzern, CH",POSITIVE,2,july,en
"Thun, BE, Switzerland",POSITIVE,1,july,en
"Arau, Perlis-Kluang, Johor",POSITIVE,2,july,en
Gent # Laarne # Beervelde,NEUTRAL,1,july,en
"Switzerland, Zug",NEUTRAL,1,july,en
"Washington, DC Suburbs",POSITIVE,1,july,en
Somewhere,POSITIVE,1,july,en
"HARTAMAS, 50480 KL",NEGATIVE,1,july,en
"Collombey, Valais, Switzerland",NEGATIVE,2,july,en
"Worldwide; Geneva, Switzerland",NEGATIVE,1,july,en
"Wetzikon (ZH), Schweiz",NEGATIVE,4,july,en
Christopher,NEUTRAL,1,july,en
"Zürich, Albisrieden",NEUTRAL,1,july,en
schweiz,NEGATIVE,1,july,en
jeddah düsseldorf,NEUTRAL,1,july,en
"Sydney, Australia",POSITIVE,5,july,en
St. Gallen,POSITIVE,148,july,en
Melaka & Arau,NEUTRAL,1,july,en
Zurigo,NEGATIVE,10,july,en
"Geneva, Istanbul",POSITIVE,3,july,en
"St. Moritz, Engadin",POSITIVE,13,july,en
"Gland, Suisse",NEUTRAL,174,july,en
"Geneva Area, Switzerland",NEUTRAL,49,july,en
"Monte,Culebra y Azfalto ~o~",POSITIVE,2,july,en
Jeddah,NEUTRAL,23,july,en
"Chiang Mai, Thailand",POSITIVE,2,july,en
"zurich,Switzerland",POSITIVE,11,july,en
Na cozinha a procurar o saca-r,POSITIVE,1,july,en
Here.There.Everywhere.,NEUTRAL,4,july,en
Hermosa Beach,POSITIVE,3,july,en
"Zürich, CH & Four Oaks, UK",NEGATIVE,3,july,en
"Switzerland, France, Italia",NEGATIVE,3,july,en
"davos, switzerland",NEUTRAL,2,july,en
Istanbul,NEUTRAL,5,july,en
"East Sheen, London",NEGATIVE,1,july,en
Lugano (Switzerland),NEUTRAL,5,july,en
Edinburgh,NEUTRAL,2,july,en
AQ'16 tOSU'20,NEGATIVE,2,july,en
"Lausane, Switzerland",NEUTRAL,2,july,en
Citizen of the world,NEUTRAL,7,july,en
Switzerland - 35000 ft - Hong Kong,NEGATIVE,8,july,en
"NW, England",NEUTRAL,1,july,en
"Berne, Indiana America",POSITIVE,1,july,en
Switzerland; Auric Stud Farm,POSITIVE,6,july,en
"East Midlands, England",NEGATIVE,1,july,en
"47.080602,8.272961",POSITIVE,1,july,en
"Verbier, Switzerland, Europe",POSITIVE,1,july,en
CHI / SD / NYC / WORLD,POSITIVE,5,july,en
Zurich - Dublin,NEUTRAL,3,july,en
"bern, switzerland",POSITIVE,6,july,en
"46.468408,6.843557",NEUTRAL,2,july,en
Genting Highlands,NEGATIVE,1,july,en
UK-based but ship worldwide,NEUTRAL,1,july,en
"Bainbridge, OH",NEUTRAL,1,july,en
Dallas & Schaffhausen,NEUTRAL,1,july,en
I am gone,NEUTRAL,1,july,en
France/Geneva,NEUTRAL,1,july,en
U.A.E ❤️,POSITIVE,1,july,en
Everywhere celebs are,NEUTRAL,1,july,en
Milano,NEGATIVE,1,july,en
world over,NEUTRAL,1,july,en
دولة الكويت,NEUTRAL,2,july,en
Suisse - Londres,NEUTRAL,1,july,en
"Villars+Gryon, Switzerland",POSITIVE,1,july,en
piccadilly party,NEUTRAL,3,july,en
"Lucerne, Zurich and Singapore",NEGATIVE,2,july,en
Curacao N.A.& Barcelona,NEUTRAL,1,july,en
Paris - Geneve - Alger,NEGATIVE,1,july,en
Nomad/Gypsy,NEUTRAL,1,july,en
"charming, cute, wangi, gemesin",POSITIVE,1,july,en
"Sheffield (ish) , England",NEGATIVE,2,july,en
New York,NEUTRAL,31,july,en
University of Fribourg,NEUTRAL,2,july,en
"Doha, Qatar",POSITIVE,11,july,en
Delémont,NEUTRAL,13,july,en
Buenos Aires Argentina,NEUTRAL,1,july,en
"Chur, Schweiz",NEGATIVE,2,july,en
Dubai -Emirados Árabes Unidos,NEUTRAL,1,july,en
"Winterthur, Switzerland",NEUTRAL,222,july,en
"St Louis, MO",POSITIVE,3,july,en
All over the show,NEUTRAL,1,july,en
"swiss today, ny july 15",NEGATIVE,1,july,en
bern,NEUTRAL,41,july,en
"Kirkby Lonsdale, Lake District",POSITIVE,2,july,en
"Carouge, CH",NEUTRAL,1,july,en
"Langenthal, Schweiz",POSITIVE,4,july,en
"Geneva, IL - USA",NEGATIVE,8,july,en
MONTE,POSITIVE,36,july,en
GVA (SUI)-Philly (USA),NEGATIVE,1,july,en
"Switzerland, ubezpieczenia",POSITIVE,2,july,en
"Aigle, Switzerland",NEUTRAL,122,july,en
"Zurich, Tokyo, Berlin",NEGATIVE,13,july,en
some place i cant pronounce,NEGATIVE,2,july,en
"Geneva, Illinois 60134",NEUTRAL,12,july,en
"Steffisburg,Schweiz",NEUTRAL,3,july,en
Grindelwald,POSITIVE,37,july,en
"St. Moritz, Schweiz",NEUTRAL,3,july,en
"Parintins, Brasil",NEUTRAL,3,july,en
"Bellevue, Zurich",NEUTRAL,1,july,en
"Bala, North Wales",POSITIVE,3,july,en
"Geneva, Genf, Switzerland",POSITIVE,12,july,en
"Biel, CH",NEUTRAL,1,july,en
"Sissach, Switzerland",NEGATIVE,1,july,en
"Some field, court, or track.",POSITIVE,1,july,en
"Basilea, Svizzera",POSITIVE,1,july,en
"Dans la déchettrie, Suisse",POSITIVE,4,july,en
Milky Way,POSITIVE,2,july,en
Disneyland,NEUTRAL,1,july,en
Alabama,NEUTRAL,1,july,en
"Chatham, ON, Canada",NEUTRAL,1,july,en
"Edmonton, AB",POSITIVE,1,july,en
Moline IL,POSITIVE,2,july,en
"Ebikon, Switzerland",NEGATIVE,1,july,en
"Regensburg, Germany",NEUTRAL,2,july,en
"Loudoun County, VA",POSITIVE,1,july,en
"München, Germany",NEGATIVE,1,july,en
Around the world!,NEGATIVE,1,july,en
"Volketswil, CH",NEGATIVE,1,july,en
Thornbury,NEGATIVE,1,july,en
"Lausanne, CH | Montréal, CAN",POSITIVE,1,july,en
Suiza,NEUTRAL,156,july,en
"Pulau Kentot Besar, Kedah",POSITIVE,4,july,en
ipoh,POSITIVE,3,july,en
Lugano,NEGATIVE,220,july,en
"Ebel City, Basel",POSITIVE,324,july,en
"Geneve , Suisse",NEUTRAL,1,july,en
berna,POSITIVE,194,july,en
Out and about,POSITIVE,7,july,en
Vancouver BC,NEUTRAL,1,july,en
"Genève,Suisse;Sciez,France",NEUTRAL,3,july,en
"kuala lumpur, Malaysia",NEUTRAL,6,july,en
GVA,POSITIVE,33,july,en
"Geneva, CH & Montréal, Canada",NEUTRAL,24,july,en
Amsterdam,NEGATIVE,3,july,en
Leysin,POSITIVE,4,july,en
"Zurich, CH",POSITIVE,54,july,en
"Nyelanding,Basel",NEUTRAL,1,july,en
"le Bronx, NYC",POSITIVE,3,july,en
justin & shawn followed,NEGATIVE,2,july,en
"AG, MO",NEUTRAL,35,july,en
"Geneva, IN USA",NEUTRAL,2,july,en
"Lugano, Buenos Aires",POSITIVE,7,july,en
"126-11988 Symons Valley Rd,NW",NEUTRAL,6,july,en
"LM,1D,AG,SG,5SOS,JB,M5,TVD,PLL",NEUTRAL,39,july,en
"ÜT: 41.388517,2.150439",NEGATIVE,4,july,en
"Lausanne, Suíça",NEUTRAL,1,july,en
Switzerland Zürich,POSITIVE,1,july,en
الإمارات,NEUTRAL,1,july,en
"Luzern, Croatia, Baltimore",NEGATIVE,4,july,en
اللهم إرحم خالتي منيره,NEUTRAL,6,july,en
"Horgen, Switzerland",POSITIVE,4,july,en
"Basel, Zurich - Switzerland",NEUTRAL,4,july,en
minion's galaxy,NEUTRAL,13,july,en
"Switzerland, Bern",NEGATIVE,2,july,en
"Lucerna, Suiza",POSITIVE,6,july,en
"Switzerland,Lugano/Latvia,Riga",NEUTRAL,1,july,en
Minusio,NEUTRAL,14,july,en
Myrn,POSITIVE,14,july,en
Between London & Doha,NEUTRAL,2,july,en
"Penang, Malaysia",POSITIVE,11,july,en
"London,UK",POSITIVE,3,july,en
"Buchs SG, Switzerland",NEGATIVE,2,july,en
NC✈️NY,POSITIVE,3,july,en
Züri - Bärn - bald Chur,NEUTRAL,3,july,en
SAC/UiTM Arau,NEGATIVE,1,july,en
803 ~ 919,POSITIVE,1,july,en
Wädenswil,NEGATIVE,1,july,en
Finland,NEGATIVE,1,july,en
New York Non-Metro,POSITIVE,1,july,en
"Canberra, Australian Capital T",NEUTRAL,2,july,en
"Edmonton, Canada",POSITIVE,1,july,en
Behind the camera...,NEUTRAL,1,july,en
Heusden,POSITIVE,1,july,en
Bern - Bärn - Suisse,NEUTRAL,1,july,en
kuwait-london,NEUTRAL,1,july,en
"Kreuzlingen, St Gallen",NEUTRAL,2,july,en
"Berne, Ostermundigen",POSITIVE,1,july,en
"Lenzburg, Schweiz",NEUTRAL,1,july,en
"Koblenz, Germany",NEUTRAL,1,july,en
"London/Essex, Earth (just).",NEGATIVE,1,july,en
"Zugerstr. 77,6340 Baar,Schweiz",POSITIVE,1,july,en
Goldach,NEUTRAL,1,july,en
Bajo llave,NEUTRAL,1,july,en
"LDN, GVA, NYC, HKG",NEUTRAL,1,july,en
"Lugano, Alsina",NEUTRAL,1,july,en
"Geneva, OH",POSITIVE,5,july,en
"Miami, FL",NEGATIVE,1,july,en
"here, there, sometimes neither",NEUTRAL,1,july,en
Бишкек,NEUTRAL,1,july,en
bern/swiss,POSITIVE,16,july,en
"Friburgo, Suíça",NEUTRAL,4,july,en
"Pretoria, South Africa",POSITIVE,2,july,en
Vevey,NEUTRAL,17,july,en
"Suisse, Lausanne",NEUTRAL,83,july,en
"SWITZERLAND,SWEDEN",POSITIVE,37,july,en
"Magadino, Switzerland",NEUTRAL,3,july,en
nw,NEUTRAL,294,july,en
"Corgémont, Suisse",NEUTRAL,12,july,en
aargau,NEUTRAL,6,july,en
"1d, ag, gg",NEUTRAL,2,july,en
bar,NEUTRAL,66,july,en
"Gimel, Switzerland",POSITIVE,7,july,en
"Geneva, Harare, Edinburgh.",POSITIVE,2,july,en
"Switzerland, Terra",NEUTRAL,4,july,en
Perlis,NEUTRAL,4,july,en
"Weinfelden, Thurgau",NEUTRAL,12,july,en
"Schaffhausen, meistens",POSITIVE,1,july,en
"Hirzel, Zürich",NEGATIVE,2,july,en
"sitting on my ass, Switzerland",POSITIVE,13,july,en
basel,NEGATIVE,10,july,en
"Munich, Germany",POSITIVE,2,july,en
"Lengnau (BE), Bern",NEUTRAL,2,july,en
"Pontian, Johor",NEUTRAL,6,july,en
At a gig,NEGATIVE,1,july,en
"Zurich, Berne",NEUTRAL,2,july,en
"Pfäffikon ZH, Switzerland",NEUTRAL,1,july,en
arau,POSITIVE,4,july,en
"Switzerland, Germany, USA",NEUTRAL,2,july,en
"London, sometimes Switzerland, each time less Spain",NEUTRAL,1,july,en
Waterloo Ontario,NEUTRAL,1,july,en
"San Marcos, TX",NEGATIVE,1,july,en
South Jakarta,POSITIVE,1,july,en
"Geneva, Geneva, Switzerland",NEUTRAL,2,july,en
"GVA, Switzerland",POSITIVE,2,july,en
"Novi Ligure, Italy",POSITIVE,1,july,en
"Rebstein , Switzerland",NEUTRAL,1,july,en
"Strasbourg, Alsace",NEUTRAL,2,july,en
"Switzerland, Luzern",POSITIVE,3,july,en
China,POSITIVE,1,july,en
"CH, DE, AT",NEUTRAL,2,july,en
"Switzerland,geneva",NEGATIVE,1,july,en
"LA,ATL,OH,NYC",POSITIVE,1,july,en
"egg, squad",NEGATIVE,1,july,en
"Puplinge, Switzerland",NEGATIVE,2,july,en
Switzerland-zurich,NEUTRAL,1,july,en
"Cavite, Philippines",NEUTRAL,1,july,en
Morges,POSITIVE,1,july,en
All over the world,NEGATIVE,1,july,en
"Geneva, NY 315",NEGATIVE,3,july,en
"Cape Town, South Africa",NEUTRAL,4,july,en
Tring,POSITIVE,5,july,en
"Zurich, Switzerland",NEUTRAL,9332,july,en
"Rafz, Switzerland",POSITIVE,27,july,en
Maybe In The Sky?,NEUTRAL,1,july,en
Genf,NEGATIVE,46,july,en
"iPhone: 46.526779,6.568893",NEGATIVE,2,july,en
San Diego,NEGATIVE,7,july,en
wilderswil,NEUTRAL,2,july,en
"Mean Streets of Manhattan, Sir",NEGATIVE,11,july,en
"Puyallup, WA",NEUTRAL,8,july,en
"'Ragusa' District, Switzerland",NEGATIVE,5,july,en
"La Rippe, Switzerland",POSITIVE,3,july,en
"Münchenbuchsee, Bern",NEUTRAL,15,july,en
"Wollongong, Australia",POSITIVE,3,july,en
"near Zürich, Switzerland",NEGATIVE,3,july,en
Rayong,NEUTRAL,3,july,en
"Möhlin, Switzerland",NEUTRAL,1,july,en
che,NEGATIVE,5,july,en
"Dubai, United Arab Emirates",NEGATIVE,1,july,en
Regio Basiliensis,POSITIVE,5,july,en
"near Basel, Switzerland",POSITIVE,6,july,en
"La Chaux-de-Fonds, Switzerland",NEGATIVE,7,july,en
"zurich, Switzerland",NEGATIVE,3,july,en
"Genève, porto",NEUTRAL,4,july,en
Belarus,NEUTRAL,1,july,en
Milan-Paris-London,POSITIVE,2,july,en
"Arau,Perlis",NEGATIVE,2,july,en
Walking in Life,NEUTRAL,2,july,en
ig : jbmamadou.,POSITIVE,2,july,en
München,NEUTRAL,1,july,en
"Yverdon, Switzerland",NEUTRAL,1,july,en
"Zurich, Paris et Challement",NEGATIVE,1,july,en
going back to 505,NEUTRAL,1,july,en
"ag, jb, ddl, 5h, shawn, lena",POSITIVE,4,july,en
Somewhere Doing Homework,NEGATIVE,1,july,en
"GL, IL (From North GA)",POSITIVE,4,july,en
"New York, NY",NEGATIVE,5,july,en
"Arbon, Thurgau",NEUTRAL,6,july,en
Ste - Croix,NEUTRAL,1,july,en
"Monterrey City / Chihuahua, Ch",NEGATIVE,1,july,en
"rosie, jen, tay & ari // GSMH♡",POSITIVE,1,july,en
"Geneva, NY and Victor, NY",NEGATIVE,3,july,en
upper east side,POSITIVE,1,july,en
unlv dance,NEGATIVE,1,july,en
"8488 Turbenthal, Schweiz",NEGATIVE,1,july,en
UAE/AbuDhabi,NEUTRAL,1,july,en
"Rochester, NY",NEGATIVE,1,july,en
"Cartmel Fell, Lake District",NEGATIVE,1,july,en
"Les Diablerets, Switzerland",NEUTRAL,2,july,en
"Switzerland, en suisse",NEUTRAL,3,july,en
Uttigen,POSITIVE,1,july,en
Instagram/Snap: fefoborroni,NEUTRAL,1,july,en
konolfingen,POSITIVE,1,july,en
"Big Bear, CA",NEUTRAL,1,july,en
"Sornetan, Suisse",NEUTRAL,1,july,en
"Neuhausen am Rheinfall, shf",NEGATIVE,1,july,en
Interlaken,NEUTRAL,126,july,en
"Zurich Airport, Switzerland",NEUTRAL,23,july,en
Bülach,NEGATIVE,2,july,en
Brugg,NEUTRAL,7,july,en
SAC,NEUTRAL,1,july,en
"Berlin, Germany",NEUTRAL,15,july,en
"ipoh,perak",NEUTRAL,2,july,en
".fr, .be, .ch, .eu | Lausanne",NEGATIVE,5,july,en
Shah Alam (Malaysia),NEUTRAL,2,july,en
Italia/Lecce,NEUTRAL,6,july,en
"Washington, DC",NEGATIVE,2,july,en
"Küsnacht (ZH), Zürich",NEUTRAL,12,july,en
Luzern Switzerland,NEUTRAL,1,july,en
"SH, North, DE",POSITIVE,12,july,en
"NW, UK",NEGATIVE,16,july,en
Montre,NEUTRAL,2,july,en
"Zürich, fucking Switzerland",NEUTRAL,8,july,en
"Collombey, CH",NEUTRAL,3,july,en
"Zürich, Suisse",POSITIVE,3,july,en
Riyadh-Bahrain,NEUTRAL,1,july,en
riyadh,NEUTRAL,4,july,en
hard,NEUTRAL,60,july,en
Hogwarts,POSITIVE,3,july,en
عمان.,NEUTRAL,1,july,en
5405 Dättwil,POSITIVE,1,july,en
Roggwil,NEUTRAL,2,july,en
Windisch,POSITIVE,3,july,en
"Geneva, Oh.",POSITIVE,6,july,en
Menzigen,NEUTRAL,2,july,en
Basel-Switzerland,POSITIVE,2,july,en
"Geneva, roaming",NEGATIVE,1,july,en
"Aubonne, Switzerland",NEGATIVE,6,july,en
M&F,NEUTRAL,1,july,en
Zurich/Switzerland,NEUTRAL,1,july,en
instagram:alfayez85,NEUTRAL,3,july,en
"Naga City, Philippines",POSITIVE,1,july,en
Kota Bharu,POSITIVE,1,july,en
"London via Maine, SF & NYC",POSITIVE,1,july,en
"CERN, Switzerland",POSITIVE,1,july,en
"Luchsingen, Switzerland",POSITIVE,1,july,en
"Walkringen, Schweiz",POSITIVE,1,july,en
"Gorduno, Switzerland",NEUTRAL,1,july,en
***Karless,NEUTRAL,1,july,en
"Rheinfelden, Aargau",POSITIVE,1,july,en
"Switzerland, USA, Russia",NEUTRAL,1,july,en
Geneve,POSITIVE,189,july,en
"Glasgow, United Kingdom",NEUTRAL,2,july,en
Arlesheim,NEGATIVE,1,july,en
สวิตเซอร์แลนด์,NEUTRAL,4,july,en
Hebron Ky,NEUTRAL,1,july,en
geneva,NEUTRAL,166,july,en
"Schlieren, Schweiz",NEGATIVE,5,july,en
"Pennsylvania, RFD",NEUTRAL,38,july,en
ju;dan;gabbie;jeh,NEUTRAL,18,july,en
"Bellinzona, Ticino",NEUTRAL,8,july,en
"Schweiz, Bern",NEUTRAL,11,july,en
"SH, Germany",NEUTRAL,9,july,en
"Uptown, Downtown ,Switzerland",NEGATIVE,3,july,en
"Numbered account, Switzerland",NEGATIVE,21,july,en
Бар,NEUTRAL,3,july,en
"Zürich, LDN, Somerset, NYC, LA",NEUTRAL,12,july,en
"URI, Kingston, RI",NEUTRAL,5,july,en
الدوحة - قطر,POSITIVE,1,july,en
"Fryburg, PA",NEGATIVE,8,july,en
"Gold Coast Area, Switzerland",NEGATIVE,2,july,en
"Caux-sur-Montreux, Switzerland",NEGATIVE,8,july,en
Singapour,POSITIVE,1,july,en
At the Beach...Somewhere,POSITIVE,3,july,en
Vicques,NEUTRAL,1,july,en
where you are,NEUTRAL,4,july,en
"Mendrisio, Svizzera",POSITIVE,3,july,en
Châtelard,POSITIVE,1,july,en
"basel, switzerland",POSITIVE,6,july,en
"EPFL, Switzerland",POSITIVE,1,july,en
"Wetzikon, Schweiz",POSITIVE,3,july,en
Basel Switzerland,POSITIVE,4,july,en
"Basel, Schweiz",NEGATIVE,6,july,en
"Uster, Switzerland",POSITIVE,1,july,en
"Möhlin AG, Schweiz",POSITIVE,1,july,en
Bandung - Jakarta - Ciawi,NEUTRAL,1,july,en
"Kok Lanas City, malaysia",NEGATIVE,2,july,en
Atlantis,NEUTRAL,1,july,en
UC Merced,NEUTRAL,1,july,en
Switzerland + Europe,POSITIVE,1,july,en
Sᴡɪᴛᴢᴇʀʟᴀɴᴅ,POSITIVE,1,july,en
Where?,NEGATIVE,1,july,en
Zäziwil,NEUTRAL,2,july,en
"enroute Hotel President,Geneva",NEGATIVE,1,july,en
University of Malaya,NEUTRAL,1,july,en
- TX -,POSITIVE,1,july,en
"Wohlen AG, Schweiz, Europa",POSITIVE,1,july,en
someplace inevitable,NEGATIVE,3,july,en
"bex, OH",NEGATIVE,1,july,en
VK;1Derland;AG,NEGATIVE,1,july,en
Wisconsin,NEGATIVE,3,july,en
"Alor Star, Kedah",POSITIVE,10,july,en
Italy,POSITIVE,22,july,en
zürich,NEGATIVE,47,july,en
"Arau-stralia, Per-th-lis",NEGATIVE,5,july,en
Switzerland #switzerland,NEGATIVE,3,july,en
"Wayne, PA",POSITIVE,2,july,en
Darul Aman,NEUTRAL,4,july,en
some where every where,NEUTRAL,2,july,en
"Länggasse, Bern, Switzerland",NEGATIVE,4,july,en
Perak,NEUTRAL,1,july,en
Horgen,NEGATIVE,2,july,en
"Strasbourg, France",POSITIVE,1,july,en
"Fortuna, CA",NEUTRAL,3,july,en
QATAR - KUWAIT,NEUTRAL,1,july,en
bangalore,NEUTRAL,1,july,en
"sursee, kanton luzern, schweiz",NEUTRAL,5,july,en
Riddes,NEUTRAL,2,july,en
"Cirebon, Jawa Barat",POSITIVE,4,july,en
"Retawllits, KO",POSITIVE,7,july,en
"Courtételle, Suisse",NEUTRAL,2,july,en
"Bex, Suisse",NEUTRAL,5,july,en
"Bala, Muskoka, Canada",NEUTRAL,6,july,en
"Eysins, Suisse",POSITIVE,11,july,en
"Baselland, Schweiz",NEUTRAL,2,july,en
"R.I.P MC, JR,BL",POSITIVE,2,july,en
Lyon - Dijon,NEUTRAL,2,july,en
Belfast – Northern Ireland,POSITIVE,2,july,en
"Staefa, Switzerland",NEUTRAL,6,july,en
"Broomhill Community Church, Gl",POSITIVE,3,july,en
"Suisse, avec @Noctambie",POSITIVE,5,july,en
"Wetzikon (ZH), Zürich",NEGATIVE,1,july,en
LEEDS,POSITIVE,3,july,en
LYON France,NEUTRAL,1,july,en
Tilburg,NEUTRAL,1,july,en
Riyadh.,POSITIVE,1,july,en
cali ☀,NEUTRAL,1,july,en
Bellmund b. Biel/Bienne,POSITIVE,1,july,en
"lausen, Baselland.CH",NEUTRAL,2,july,en
"France, Annecy",POSITIVE,1,july,en
Justin's House,NEGATIVE,1,july,en
Genève - Suisse,NEUTRAL,1,july,en
Switzerland & Moving,NEUTRAL,1,july,en
Sky is the limit,NEUTRAL,2,july,en
Pakistan,NEUTRAL,1,july,en
"Aswan, Egypt",NEUTRAL,1,july,en
"Winterthur,Switzerland",NEGATIVE,1,july,en
ceri@swns.com,POSITIVE,2,july,en
"Geneva, Ne.",POSITIVE,2,july,en
"Yerevan, Armenia",NEGATIVE,4,july,en
#Bandon | #Cork | #Ireland,NEUTRAL,1,july,en
Biel/Bienne,POSITIVE,37,july,en
"Buffalo, NY",POSITIVE,3,july,en
"Newbury Park, CA",NEGATIVE,1,july,en
genève,NEUTRAL,72,july,en
"Switzerland, Zurich & Zug",POSITIVE,5,july,en
Le Locle,NEGATIVE,5,july,en
"Tlokweng: RTB, NW,RSA",POSITIVE,49,july,en
"Saxon, Switzerland",POSITIVE,5,july,en
"Muhen, Switzerland",POSITIVE,7,july,en
Switzerland - 35000 ft - Hong Kong,NEUTRAL,14,july,en
Altstätten,NEUTRAL,1,july,en
"Abuja, Nigeria",NEUTRAL,13,july,en
"Geneva, NY via RVA",NEGATIVE,5,july,en
Ebikon,POSITIVE,3,july,en
"47.50142 N 7.71020 E, CH",NEUTRAL,1,july,en
"Seoul, Korea",NEUTRAL,1,july,en
Kerzers,NEUTRAL,2,july,en
"Zürich, Düsseldorf, München",NEGATIVE,4,july,en
"Le Mont-Pèlerin, Switzerland",POSITIVE,1,july,en
"irgendwo in Graubünden, CH",NEUTRAL,14,july,en
"Peseux, Neuchâtel, Switzerland",POSITIVE,3,july,en
"Ahmedabad, India",NEUTRAL,3,july,en
Italia,POSITIVE,1,july,en
KL & Selangor,NEUTRAL,1,july,en
Männedorf,POSITIVE,5,july,en
Milano,NEUTRAL,12,july,en
Long Way Home,NEGATIVE,2,july,en
"arau, perlis",NEGATIVE,5,july,en
"Bullet,Suisse.",POSITIVE,1,july,en
Plymouth,NEGATIVE,1,july,en
friburgo,NEGATIVE,2,july,en
"Baar, Kanton Zug, Switzerland",NEUTRAL,5,july,en
"Glendale, CA",POSITIVE,2,july,en
"Basel, NYC, Dublin, Hong Kong",NEGATIVE,1,july,en
"Geneva, Lincoln and London",POSITIVE,1,july,en
Digital Services,POSITIVE,1,july,en
"Oxford, United Kingdom",POSITIVE,1,july,en
"Cape Town,London,Zurich,Geneva",POSITIVE,1,july,en
northampton,NEUTRAL,1,july,en
"Versoix, Suisse",POSITIVE,1,july,en
Risch Zug Switzerland,POSITIVE,1,july,en
Leafs Nation,NEUTRAL,2,july,en
"Bernex, Rhône-Alpes",NEGATIVE,1,july,en
"Disentis/Mustér, Graubünden",NEUTRAL,2,july,en
SF BayArea,NEUTRAL,1,july,en
Bilbo/Madrid,NEGATIVE,1,july,en
"Anzère, Switzerland",NEGATIVE,1,july,en
"UK, but travels",POSITIVE,1,july,en
Switzerland via Ballybay,NEGATIVE,2,july,en
Geneva Switzerland,POSITIVE,34,july,en
✈ GLOBAL ✈,POSITIVE,19,july,en
"Puchong, Selangor",POSITIVE,2,july,en
"Europa-Allee 19, 8004 Zürich",POSITIVE,1,july,en
"Zug, Schweiz",NEGATIVE,23,july,en
"Flagstaff, AZ",NEUTRAL,1,july,en
"Amsterdam, The Netherlands",NEUTRAL,4,july,en
"Oxford, England",NEGATIVE,4,july,en
Santiago centro,NEUTRAL,1,july,en
Suisse - 스위스,POSITIVE,1,july,en
"Sion, Suisse",NEUTRAL,31,july,en
ⓙⓞⓗⓞⓡ✈ⓟⓔⓡⓛⓘⓢ,POSITIVE,1,july,en
millersville university '19,POSITIVE,6,july,en
"new Berlin, Germany",POSITIVE,2,july,en
"Basel, Basel-Stadt",NEUTRAL,33,july,en
"Basel, Helvetia (& Ireland)",NEUTRAL,7,july,en
"The Archive-Winter, Narnia, NW",NEUTRAL,90,july,en
"3350 M St., NW, Washington DC",NEGATIVE,5,july,en
Helsinki,NEUTRAL,3,july,en
"Bochum, Germany",POSITIVE,1,july,en
"Montreux, New York, Salento",POSITIVE,21,july,en
sprm; acm; gl; sjo; b.i.g ;,NEUTRAL,6,july,en
ginebra; kangkongnatics,NEUTRAL,3,july,en
10,NEUTRAL,2,july,en
sh; marvel; sw; ham,POSITIVE,95,july,en
"Houston, Texas",NEGATIVE,1,july,en
ju,POSITIVE,22,july,en
"Switzerland, Aarau",NEUTRAL,2,july,en
"1200 19th St., NW",POSITIVE,2,july,en
sh ; hsk ; yng ; tzuyu's,NEGATIVE,9,july,en
"Egg, Zürich, Switzerland",NEGATIVE,3,july,en
Not where i'd like to be,NEGATIVE,1,july,en
"Tokyo, Lisbon, Geneva",NEUTRAL,1,july,en
"51.441641, 5.469722",NEUTRAL,2,july,en
"Riva Antonio Caccia 10, Lugano",NEUTRAL,3,july,en
"Matten bei Interlaken, Schweiz",POSITIVE,7,july,en
"tone , texas",NEGATIVE,2,july,en
italy (in these days),POSITIVE,1,july,en
2718 Lajoux,NEUTRAL,5,july,en
Torino,POSITIVE,2,july,en
"Zürich, Mexico City",POSITIVE,2,july,en
"NYON, Switzerland",POSITIVE,1,july,en
"Vairano, 6575 TI, Switzerland",NEUTRAL,5,july,en
"Geneva, Venice, Miami",POSITIVE,6,july,en
"Geneva, London, Dubai, Sydney",NEGATIVE,2,july,en
Sankt Galler Rheintal,POSITIVE,1,july,en
Engelberg,POSITIVE,2,july,en
"ÜT: 29.971578,-95.699722",NEUTRAL,1,july,en
google maps!,POSITIVE,2,july,en
"Zürich, Budapest",NEUTRAL,1,july,en
"CERN, Geneva, Switzerland",POSITIVE,2,july,en
"Bosco Gurin, Ticino, Svizzera",POSITIVE,1,july,en
Möhlin,NEGATIVE,1,july,en
"Monte, Santander",NEGATIVE,1,july,en
umiken,POSITIVE,2,july,en
new york,NEUTRAL,1,july,en
ZuRich,NEGATIVE,1,july,en
switzerland/isvicre,POSITIVE,1,july,en
Castricum,POSITIVE,1,july,en
Newport,NEGATIVE,1,july,en
Poschiavo,POSITIVE,20,july,en
Zuerich,NEUTRAL,77,july,en
